repo	milestone	round	issue_slug	title	size	depends_on	files_touched	notes
paideia-os	g1-display-sync	G1	G1-M2-002	G1.M2-002 drm-syncobj shape wait/signal primitives #2	M	G1-M1-001	src/kernel/drivers/i915_display/syncobj.pdx	drm-syncobj shape wait/signal primitives (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M2-003	G1.M2-003 drm-syncobj shape wait/signal primitives #3	M	G1-M1-001	src/kernel/drivers/i915_display/syncobj.pdx	drm-syncobj shape wait/signal primitives (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M2-004	G1.M2-004 drm-syncobj shape wait/signal primitives #4	M	G1-M1-001	src/kernel/drivers/i915_display/syncobj.pdx	drm-syncobj shape wait/signal primitives (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M3-001	G1.M3-001 VRR range probe + KIND_VRR_RANGE #1	M	G1-M1-001	src/kernel/drivers/i915_display/vrr_probe.pdx	VRR range probe + KIND_VRR_RANGE (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M3-002	G1.M3-002 VRR range probe + KIND_VRR_RANGE #2	M	G1-M1-001	src/kernel/drivers/i915_display/vrr_probe.pdx	VRR range probe + KIND_VRR_RANGE (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M3-003	G1.M3-003 VRR range probe + KIND_VRR_RANGE #3	M	G1-M1-001	src/kernel/drivers/i915_display/vrr_probe.pdx	VRR range probe + KIND_VRR_RANGE (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M4-001	G1.M4-001 Explicit-sync enforcement (no implicit fallback path) #1	M	G1-M1-001	src/kernel/drivers/i915_display/sync_policy.pdx	Explicit-sync enforcement (no implicit fallback path) (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M4-002	G1.M4-002 Explicit-sync enforcement (no implicit fallback path) #2	M	G1-M1-001	src/kernel/drivers/i915_display/sync_policy.pdx	Explicit-sync enforcement (no implicit fallback path) (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M4-003	G1.M4-003 Explicit-sync enforcement (no implicit fallback path) #3	M	G1-M1-001	src/kernel/drivers/i915_display/sync_policy.pdx	Explicit-sync enforcement (no implicit fallback path) (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M5-001	G1.M5-001 T14 hw-smoke-g1.md + explicit-sync witness #1	M	G1-M1-001	tools/hw-smoke-g1.md	T14 hw-smoke-g1.md + explicit-sync witness (auto-scaffold; refine at body-drafting)
paideia-os	g1-display-sync	G1	G1-M5-002	G1.M5-002 T14 hw-smoke-g1.md + explicit-sync witness #2	M	G1-M1-001	tools/hw-smoke-g1.md	T14 hw-smoke-g1.md + explicit-sync witness (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M1-001	G2.M1-001 KIND_SCANOUT_LEASE (linear consumption) #1	M	G1-M5-001	src/kernel/core/cap/kind_scanout_lease.pdx	KIND_SCANOUT_LEASE (linear consumption) (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M1-002	G2.M1-002 KIND_SCANOUT_LEASE (linear consumption) #2	M	G2-M1-001	src/kernel/core/cap/kind_scanout_lease.pdx	KIND_SCANOUT_LEASE (linear consumption) (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M1-003	G2.M1-003 KIND_SCANOUT_LEASE (linear consumption) #3	M	G2-M1-001	src/kernel/core/cap/kind_scanout_lease.pdx	KIND_SCANOUT_LEASE (linear consumption) (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M2-001	G2.M2-001 Direct-scanout for linear buffers #1	M	G2-M1-001	src/kernel/drivers/i915_display/scanout_linear.pdx	Direct-scanout for linear buffers (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M2-002	G2.M2-002 Direct-scanout for linear buffers #2	M	G2-M1-001	src/kernel/drivers/i915_display/scanout_linear.pdx	Direct-scanout for linear buffers (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M2-003	G2.M2-003 Direct-scanout for linear buffers #3	M	G2-M1-001	src/kernel/drivers/i915_display/scanout_linear.pdx	Direct-scanout for linear buffers (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M3-001	G2.M3-001 Tearing-free VRR cadence #1	M	G2-M1-001	src/kernel/drivers/i915_display/vrr_cadence.pdx	Tearing-free VRR cadence (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M3-002	G2.M3-002 Tearing-free VRR cadence #2	M	G2-M1-001	src/kernel/drivers/i915_display/vrr_cadence.pdx	Tearing-free VRR cadence (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M3-003	G2.M3-003 Tearing-free VRR cadence #3	M	G2-M1-001	src/kernel/drivers/i915_display/vrr_cadence.pdx	Tearing-free VRR cadence (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M4-001	G2.M4-001 Reserved plane on pipe 0 (P8 mitigation) #1	M	G2-M1-001	src/kernel/drivers/i915_display/reserved_plane.pdx	Reserved plane on pipe 0 (P8 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M4-002	G2.M4-002 Reserved plane on pipe 0 (P8 mitigation) #2	M	G2-M1-001	src/kernel/drivers/i915_display/reserved_plane.pdx	Reserved plane on pipe 0 (P8 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M4-003	G2.M4-003 Reserved plane on pipe 0 (P8 mitigation) #3	M	G2-M1-001	src/kernel/drivers/i915_display/reserved_plane.pdx	Reserved plane on pipe 0 (P8 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M5-001	G2.M5-001 T14 hw-smoke-g2.md + Steam-Deck-shape witness #1	M	G2-M1-001	tools/hw-smoke-g2.md	T14 hw-smoke-g2.md + Steam-Deck-shape witness (auto-scaffold; refine at body-drafting)
paideia-os	g2-direct-scanout	G2	G2-M5-002	G2.M5-002 T14 hw-smoke-g2.md + Steam-Deck-shape witness #2	M	G2-M1-001	tools/hw-smoke-g2.md	T14 hw-smoke-g2.md + Steam-Deck-shape witness (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M1-001	G3.M1-001 Vulkan 1.3 ICD skeleton + KIND_VK_SURFACE #1	M	G1 + R37	src/user/vulkan/icd.pdx	Vulkan 1.3 ICD skeleton + KIND_VK_SURFACE (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M1-002	G3.M1-002 Vulkan 1.3 ICD skeleton + KIND_VK_SURFACE #2	M	G3-M1-001	src/user/vulkan/icd.pdx	Vulkan 1.3 ICD skeleton + KIND_VK_SURFACE (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M1-003	G3.M1-003 Vulkan 1.3 ICD skeleton + KIND_VK_SURFACE #3	M	G3-M1-001	src/user/vulkan/icd.pdx	Vulkan 1.3 ICD skeleton + KIND_VK_SURFACE (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M1-004	G3.M1-004 Vulkan 1.3 ICD skeleton + KIND_VK_SURFACE #4	M	G3-M1-001	src/user/vulkan/icd.pdx	Vulkan 1.3 ICD skeleton + KIND_VK_SURFACE (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M2-001	G3.M2-001 SPIR-V reader + shader module cache #1	M	G3-M1-001	src/user/vulkan/spirv_reader.pdx	SPIR-V reader + shader module cache (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M2-002	G3.M2-002 SPIR-V reader + shader module cache #2	M	G3-M1-001	src/user/vulkan/spirv_reader.pdx	SPIR-V reader + shader module cache (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M2-003	G3.M2-003 SPIR-V reader + shader module cache #3	M	G3-M1-001	src/user/vulkan/spirv_reader.pdx	SPIR-V reader + shader module cache (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M2-004	G3.M2-004 SPIR-V reader + shader module cache #4	M	G3-M1-001	src/user/vulkan/spirv_reader.pdx	SPIR-V reader + shader module cache (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M3-001	G3.M3-001 VK_paideia_surface extension + KIND_VK_SWAPCHAIN_IMAGE #1	M	G3-M1-001	src/user/vulkan/paideia_surface_ext.pdx	VK_paideia_surface extension + KIND_VK_SWAPCHAIN_IMAGE (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M3-002	G3.M3-002 VK_paideia_surface extension + KIND_VK_SWAPCHAIN_IMAGE #2	M	G3-M1-001	src/user/vulkan/paideia_surface_ext.pdx	VK_paideia_surface extension + KIND_VK_SWAPCHAIN_IMAGE (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M3-003	G3.M3-003 VK_paideia_surface extension + KIND_VK_SWAPCHAIN_IMAGE #3	M	G3-M1-001	src/user/vulkan/paideia_surface_ext.pdx	VK_paideia_surface extension + KIND_VK_SWAPCHAIN_IMAGE (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M4-001	G3.M4-001 Dual-timeline swapchain (acquire GPU-tl, release display-tl) #1	M	G3-M1-001	src/user/vulkan/swapchain.pdx	Dual-timeline swapchain (acquire GPU-tl, release display-tl) (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M4-002	G3.M4-002 Dual-timeline swapchain (acquire GPU-tl, release display-tl) #2	M	G3-M1-001	src/user/vulkan/swapchain.pdx	Dual-timeline swapchain (acquire GPU-tl, release display-tl) (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M4-003	G3.M4-003 Dual-timeline swapchain (acquire GPU-tl, release display-tl) #3	M	G3-M1-001	src/user/vulkan/swapchain.pdx	Dual-timeline swapchain (acquire GPU-tl, release display-tl) (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M5-001	G3.M5-001 Present-time feedback loop wire-up #1	M	G3-M1-001	src/user/vulkan/present_feedback.pdx	Present-time feedback loop wire-up (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M5-002	G3.M5-002 Present-time feedback loop wire-up #2	M	G3-M1-001	src/user/vulkan/present_feedback.pdx	Present-time feedback loop wire-up (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M6-001	G3.M6-001 T14 hw-smoke-g3.md + vkcube-equivalent smoke #1	M	G3-M1-001	tools/hw-smoke-g3.md	T14 hw-smoke-g3.md + vkcube-equivalent smoke (auto-scaffold; refine at body-drafting)
paideia-os	g3-vulkan-surface	G3	G3-M6-002	G3.M6-002 T14 hw-smoke-g3.md + vkcube-equivalent smoke #2	M	G3-M1-001	tools/hw-smoke-g3.md	T14 hw-smoke-g3.md + vkcube-equivalent smoke (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M1-001	G4.M1-001 Path IR + KIND_VELLO_SCENE #1	M	G3-M6-001	src/user/vello/scene.pdx	Path IR + KIND_VELLO_SCENE (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M1-002	G4.M1-002 Path IR + KIND_VELLO_SCENE #2	M	G4-M1-001	src/user/vello/scene.pdx	Path IR + KIND_VELLO_SCENE (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M1-003	G4.M1-003 Path IR + KIND_VELLO_SCENE #3	M	G4-M1-001	src/user/vello/scene.pdx	Path IR + KIND_VELLO_SCENE (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M2-001	G4.M2-001 Bezier flatten (compute shader) #1	M	G4-M1-001	src/user/vello/flatten.pdx	Bezier flatten (compute shader) (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M2-002	G4.M2-002 Bezier flatten (compute shader) #2	M	G4-M1-001	src/user/vello/flatten.pdx	Bezier flatten (compute shader) (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M2-003	G4.M2-003 Bezier flatten (compute shader) #3	M	G4-M1-001	src/user/vello/flatten.pdx	Bezier flatten (compute shader) (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M3-001	G4.M3-001 Per-tile scanline blend (sort-middle) #1	M	G4-M1-001	src/user/vello/tile_blend.pdx	Per-tile scanline blend (sort-middle) (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M3-002	G4.M3-002 Per-tile scanline blend (sort-middle) #2	M	G4-M1-001	src/user/vello/tile_blend.pdx	Per-tile scanline blend (sort-middle) (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M3-003	G4.M3-003 Per-tile scanline blend (sort-middle) #3	M	G4-M1-001	src/user/vello/tile_blend.pdx	Per-tile scanline blend (sort-middle) (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M4-001	G4.M4-001 Gradient + blur compute passes #1	M	G4-M1-001	src/user/vello/effects.pdx	Gradient + blur compute passes (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M4-002	G4.M4-002 Gradient + blur compute passes #2	M	G4-M1-001	src/user/vello/effects.pdx	Gradient + blur compute passes (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M4-003	G4.M4-003 Gradient + blur compute passes #3	M	G4-M1-001	src/user/vello/effects.pdx	Gradient + blur compute passes (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M5-001	G4.M5-001 KIND_VELLO_RENDERER (derived over KIND_GPU_CONTEXT) #1	M	G4-M1-001	src/user/vello/renderer.pdx	KIND_VELLO_RENDERER (derived over KIND_GPU_CONTEXT) (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M5-002	G4.M5-002 KIND_VELLO_RENDERER (derived over KIND_GPU_CONTEXT) #2	M	G4-M1-001	src/user/vello/renderer.pdx	KIND_VELLO_RENDERER (derived over KIND_GPU_CONTEXT) (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M6-001	G4.M6-001 Software llvmpipe-equivalent fallback (R3 mitigation) #1	M	G4-M1-001	src/user/vello/sw_fallback.pdx	Software llvmpipe-equivalent fallback (R3 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g4-vello-2d	G4	G4-M6-002	G4.M6-002 Software llvmpipe-equivalent fallback (R3 mitigation) #2	M	G4-M1-001	src/user/vello/sw_fallback.pdx	Software llvmpipe-equivalent fallback (R3 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M1-001	G5.M1-001 SDF glyph pipeline + KIND_FONT_ATLAS #1	M	G4-M6-001	src/user/text/sdf_glyph.pdx	SDF glyph pipeline + KIND_FONT_ATLAS (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M1-002	G5.M1-002 SDF glyph pipeline + KIND_FONT_ATLAS #2	M	G5-M1-001	src/user/text/sdf_glyph.pdx	SDF glyph pipeline + KIND_FONT_ATLAS (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M1-003	G5.M1-003 SDF glyph pipeline + KIND_FONT_ATLAS #3	M	G5-M1-001	src/user/text/sdf_glyph.pdx	SDF glyph pipeline + KIND_FONT_ATLAS (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M2-001	G5.M2-001 Slug analytic bands + MSDF fallback #1	M	G5-M1-001	src/user/text/slug.pdx	Slug analytic bands + MSDF fallback (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M2-002	G5.M2-002 Slug analytic bands + MSDF fallback #2	M	G5-M1-001	src/user/text/slug.pdx	Slug analytic bands + MSDF fallback (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M2-003	G5.M2-003 Slug analytic bands + MSDF fallback #3	M	G5-M1-001	src/user/text/slug.pdx	Slug analytic bands + MSDF fallback (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M3-001	G5.M3-001 Subpixel positioning at render time (P9 mitigation) #1	M	G5-M1-001	src/user/text/subpixel.pdx	Subpixel positioning at render time (P9 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M3-002	G5.M3-002 Subpixel positioning at render time (P9 mitigation) #2	M	G5-M1-001	src/user/text/subpixel.pdx	Subpixel positioning at render time (P9 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M3-003	G5.M3-003 Subpixel positioning at render time (P9 mitigation) #3	M	G5-M1-001	src/user/text/subpixel.pdx	Subpixel positioning at render time (P9 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M4-001	G5.M4-001 Shaping engine (HarfBuzz-equivalent) + KIND_TEXT_SHAPE #1	M	G5-M1-001	src/user/text/shape.pdx	Shaping engine (HarfBuzz-equivalent) + KIND_TEXT_SHAPE (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M4-002	G5.M4-002 Shaping engine (HarfBuzz-equivalent) + KIND_TEXT_SHAPE #2	M	G5-M1-001	src/user/text/shape.pdx	Shaping engine (HarfBuzz-equivalent) + KIND_TEXT_SHAPE (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M4-003	G5.M4-003 Shaping engine (HarfBuzz-equivalent) + KIND_TEXT_SHAPE #3	M	G5-M1-001	src/user/text/shape.pdx	Shaping engine (HarfBuzz-equivalent) + KIND_TEXT_SHAPE (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M5-001	G5.M5-001 BiDi + Indic complex-shape support #1	M	G5-M1-001	src/user/text/bidi_indic.pdx	BiDi + Indic complex-shape support (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M5-002	G5.M5-002 BiDi + Indic complex-shape support #2	M	G5-M1-001	src/user/text/bidi_indic.pdx	BiDi + Indic complex-shape support (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M6-001	G5.M6-001 Color emoji (COLR/CPAL/SBIX/CBDT) #1	M	G5-M1-001	src/user/text/color_emoji.pdx	Color emoji (COLR/CPAL/SBIX/CBDT) (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M6-002	G5.M6-002 Color emoji (COLR/CPAL/SBIX/CBDT) #2	M	G5-M1-001	src/user/text/color_emoji.pdx	Color emoji (COLR/CPAL/SBIX/CBDT) (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M7-001	G5.M7-001 Font loading + fallback cascade #1	M	G5-M1-001	src/user/text/font_fallback.pdx	Font loading + fallback cascade (auto-scaffold; refine at body-drafting)
paideia-os	g5-sdf-text	G5	G5-M7-002	G5.M7-002 Font loading + fallback cascade #2	M	G5-M1-001	src/user/text/font_fallback.pdx	Font loading + fallback cascade (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M1-001	G6.M1-001 CICP-tagged KIND_COLOR_PROFILE #1	M	G3-M6-001	src/user/color/cicp.pdx	CICP-tagged KIND_COLOR_PROFILE (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M1-002	G6.M1-002 CICP-tagged KIND_COLOR_PROFILE #2	M	G6-M1-001	src/user/color/cicp.pdx	CICP-tagged KIND_COLOR_PROFILE (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M1-003	G6.M1-003 CICP-tagged KIND_COLOR_PROFILE #3	M	G6-M1-001	src/user/color/cicp.pdx	CICP-tagged KIND_COLOR_PROFILE (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M2-001	G6.M2-001 ICC v4 parser (mandatory) #1	M	G6-M1-001	src/user/color/icc_v4.pdx	ICC v4 parser (mandatory) (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M2-002	G6.M2-002 ICC v4 parser (mandatory) #2	M	G6-M1-001	src/user/color/icc_v4.pdx	ICC v4 parser (mandatory) (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M2-003	G6.M2-003 ICC v4 parser (mandatory) #3	M	G6-M1-001	src/user/color/icc_v4.pdx	ICC v4 parser (mandatory) (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M3-001	G6.M3-001 scRGB-linear composition space (fp16) #1	M	G6-M1-001	src/user/color/composition.pdx	scRGB-linear composition space (fp16) (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M3-002	G6.M3-002 scRGB-linear composition space (fp16) #2	M	G6-M1-001	src/user/color/composition.pdx	scRGB-linear composition space (fp16) (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M3-003	G6.M3-003 scRGB-linear composition space (fp16) #3	M	G6-M1-001	src/user/color/composition.pdx	scRGB-linear composition space (fp16) (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M4-001	G6.M4-001 HDR10 + HLG + DV output transforms + KIND_HDR_METADATA #1	M	G6-M1-001	src/user/color/hdr_transform.pdx	HDR10 + HLG + DV output transforms + KIND_HDR_METADATA (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M4-002	G6.M4-002 HDR10 + HLG + DV output transforms + KIND_HDR_METADATA #2	M	G6-M1-001	src/user/color/hdr_transform.pdx	HDR10 + HLG + DV output transforms + KIND_HDR_METADATA (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M4-003	G6.M4-003 HDR10 + HLG + DV output transforms + KIND_HDR_METADATA #3	M	G6-M1-001	src/user/color/hdr_transform.pdx	HDR10 + HLG + DV output transforms + KIND_HDR_METADATA (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M5-001	G6.M5-001 Tone-mapping LUT + KIND_TONEMAP_LUT #1	M	G6-M1-001	src/user/color/tonemap.pdx	Tone-mapping LUT + KIND_TONEMAP_LUT (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M5-002	G6.M5-002 Tone-mapping LUT + KIND_TONEMAP_LUT #2	M	G6-M1-001	src/user/color/tonemap.pdx	Tone-mapping LUT + KIND_TONEMAP_LUT (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M6-001	G6.M6-001 Reference-display metadata + BT.2100 #1	M	G6-M1-001	src/user/color/bt2100.pdx	Reference-display metadata + BT.2100 (auto-scaffold; refine at body-drafting)
paideia-os	g6-color-hdr	G6	G6-M6-002	G6.M6-002 Reference-display metadata + BT.2100 #2	M	G6-M1-001	src/user/color/bt2100.pdx	Reference-display metadata + BT.2100 (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M1-001	G7.M1-001 PWP protocol spec freeze (3-week design review, R1 mitigation) #1	M	G1..G6	design/compositor/pwp-spec.md	PWP protocol spec freeze (3-week design review, R1 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M1-002	G7.M1-002 PWP protocol spec freeze (3-week design review, R1 mitigation) #2	M	G7-M1-001	design/compositor/pwp-spec.md	PWP protocol spec freeze (3-week design review, R1 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M1-003	G7.M1-003 PWP protocol spec freeze (3-week design review, R1 mitigation) #3	M	G7-M1-001	design/compositor/pwp-spec.md	PWP protocol spec freeze (3-week design review, R1 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M1-004	G7.M1-004 PWP protocol spec freeze (3-week design review, R1 mitigation) #4	M	G7-M1-001	design/compositor/pwp-spec.md	PWP protocol spec freeze (3-week design review, R1 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M2-001	G7.M2-001 KIND_SURFACE + KIND_SURFACE_COMMIT (linear) #1	M	G7-M1-001	src/user/compositor/surface.pdx	KIND_SURFACE + KIND_SURFACE_COMMIT (linear) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M2-002	G7.M2-002 KIND_SURFACE + KIND_SURFACE_COMMIT (linear) #2	M	G7-M1-001	src/user/compositor/surface.pdx	KIND_SURFACE + KIND_SURFACE_COMMIT (linear) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M2-003	G7.M2-003 KIND_SURFACE + KIND_SURFACE_COMMIT (linear) #3	M	G7-M1-001	src/user/compositor/surface.pdx	KIND_SURFACE + KIND_SURFACE_COMMIT (linear) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M2-004	G7.M2-004 KIND_SURFACE + KIND_SURFACE_COMMIT (linear) #4	M	G7-M1-001	src/user/compositor/surface.pdx	KIND_SURFACE + KIND_SURFACE_COMMIT (linear) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M3-001	G7.M3-001 KIND_WINDOW + KIND_LAYER_TREE #1	M	G7-M1-001	src/user/compositor/window.pdx	KIND_WINDOW + KIND_LAYER_TREE (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M3-002	G7.M3-002 KIND_WINDOW + KIND_LAYER_TREE #2	M	G7-M1-001	src/user/compositor/window.pdx	KIND_WINDOW + KIND_LAYER_TREE (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M3-003	G7.M3-003 KIND_WINDOW + KIND_LAYER_TREE #3	M	G7-M1-001	src/user/compositor/window.pdx	KIND_WINDOW + KIND_LAYER_TREE (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M4-001	G7.M4-001 XDG-shell-equivalent: window states + geometry #1	M	G7-M1-001	src/user/compositor/xdg_shell.pdx	XDG-shell-equivalent: window states + geometry (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M4-002	G7.M4-002 XDG-shell-equivalent: window states + geometry #2	M	G7-M1-001	src/user/compositor/xdg_shell.pdx	XDG-shell-equivalent: window states + geometry (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M4-003	G7.M4-003 XDG-shell-equivalent: window states + geometry #3	M	G7-M1-001	src/user/compositor/xdg_shell.pdx	XDG-shell-equivalent: window states + geometry (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M5-001	G7.M5-001 DnD + clipboard as sealed cap flow #1	M	G7-M1-001	src/user/compositor/dnd_clipboard.pdx	DnD + clipboard as sealed cap flow (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M5-002	G7.M5-002 DnD + clipboard as sealed cap flow #2	M	G7-M1-001	src/user/compositor/dnd_clipboard.pdx	DnD + clipboard as sealed cap flow (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M5-003	G7.M5-003 DnD + clipboard as sealed cap flow #3	M	G7-M1-001	src/user/compositor/dnd_clipboard.pdx	DnD + clipboard as sealed cap flow (auto-scaffold; refine at body-drafting)
